dni,nombre,edad,genero,altura
68245701,Ricardo,39,M,1.93
70422400,Sofía,53,F,1.8
65371091,Rosa,50,F,1.82
74009561,Claudia,65,F,1.53
99917877,Luis,30,M,1.73
26966009,Fernando,75,M,1.57
18056845,Claudia,42,F,1.49
76596423,Miguel,53,M,1.73
74901403,María,39,F,1.46
47083659,Lidia,65,F,1.7
68666009,Andrés,21,M,1.65
87991933,Jorge,76,M,1.88
94316007,Jorge,32,M,1.6
72690486,Ana,70,F,1.74
36810139,Ricardo,69,M,1.68
54861748,Sofía,36,F,1.6
74617575,Juan,56,M,1.76
15932021,Carlos,47,M,1.84
40708492,Andrés,51,M,1.87
40576199,Ricardo,64,M,1.56
72621398,Andrés,42,M,1.93
84444030,Claudia,24,F,1.51
62266222,Lidia,66,F,1.52
13486290,Rosa,33,F,1.83
48365789,Patricia,31,F,1.49
68198358,Carmen,66,F,1.49
33226916,Sofía,51,F,1.52
83242992,Lucía,62,F,1.85
99955636,Carmen,53,F,1.63
81004201,Pedro,48,M,1.87
94976190,Lucía,47,F,1.55
51282152,Diego,78,M,1.62
39174767,Rosa,54,F,1.65
16519073,Fernando,53,M,1.82
63960205,Lidia,66,F,1.7
12609756,Fernando,58,M,1.62
80602874,Carlos,44,M,1.77
22547238,Juan,45,M,1.81
39373684,Jorge,66,M,1.94
72236258,Lucía,77,F,1.5
97580499,Juan,23,M,1.79
59475387,Ricardo,19,M,1.81
16212673,Elena,51,F,1.49
86849432,Patricia,74,F,1.62
99506543,Luis,56,M,1.78
16847916,Ana,61,F,1.6
56712814,Juan,55,M,1.57
34171416,Sofía,28,F,1.78
25829874,María,70,F,1.61
89628156,Luis,72,M,1.57
82215058,Diego,20,M,1.57
96366805,Andrés,34,M,1.8
45102898,Elena,28,F,1.74
74257561,Carmen,52,F,1.48
45333769,Rosa,73,F,1.85
10058651,Miguel,27,M,1.7
89621281,Claudia,30,F,1.8
81542956,Miguel,62,M,1.95
29377842,Diego,33,M,1.92
85973639,Fernando,71,M,1.9
56697074,Lidia,62,F,1.66
31740130,Sofía,63,F,1.53
13825465,María,71,F,1.5
63806386,Patricia,59,F,1.71
50694995,Elena,23,F,1.69
89183936,Lidia,41,F,1.51
98447980,Rosa,47,F,1.62
80086217,Carmen,78,F,1.59
25531247,Elena,43,F,1.67
69374422,Fernando,34,M,1.7
12488462,María,53,F,1.67
47829183,Lucía,63,F,1.61
14146221,Juan,18,M,1.59
37866523,Andrés,79,M,1.82
89867279,Diego,66,M,1.56
68907777,Ricardo,22,M,1.85
98913539,Miguel,34,M,1.76
48248281,Andrés,19,M,1.69
17597024,Patricia,42,F,1.73
50911517,Claudia,51,F,1.46
24272398,Rosa,67,F,1.75
27065411,Carlos,70,M,1.78
48854028,Juan,75,M,1.87
68361068,Lucía,33,F,1.72
53184980,Rosa,56,F,1.59
55152438,Jorge,37,M,1.56
14638072,Lucía,50,F,1.84
31866873,Claudia,50,F,1.64
48381498,María,20,F,1.6
26537665,Miguel,67,M,1.6
22998417,Sofía,60,F,1.75
69432144,Rosa,18,F,1.71
84645673,Lidia,63,F,1.57
93147985,Fernando,34,M,1.8
86200676,Lucía,79,F,1.72
57023242,Carmen,25,F,1.67
72853235,María,56,F,1.51
95687311,Lucía,38,F,1.81
83352468,Sofía,63,F,1.66
83971390,Rosa,37,F,1.74
19287766,Fernando,75,M,1.63
48743199,Luis,49,M,1.94
34945624,Jorge,24,M,1.88
13958755,Luis,75,M,1.63
51344497,Pedro,30,M,1.81
60593188,Lidia,52,F,1.79
80331860,Lidia,27,F,1.85
23755958,Andrés,45,M,1.89
41804438,Fernando,18,M,1.77
53950322,Elena,77,F,1.62
26670033,María,79,F,1.81
20743435,Andrés,20,M,1.79
11930939,Sofía,38,F,1.8
61822250,Sofía,35,F,1.6
99025506,Fernando,46,M,1.92
77469412,Carmen,37,F,1.73
15964211,Carmen,53,F,1.82
67717449,Jorge,80,M,1.73
10104058,Carmen,32,F,1.64
43880178,Pedro,80,M,1.57
92612130,Luis,60,M,1.61
30815530,Patricia,27,F,1.84
69775827,Diego,52,M,1.66
74443528,Juan,49,M,1.81
28847315,Carlos,27,M,1.56
70487972,Carlos,57,M,1.6
39631910,Sofía,58,F,1.85
59069890,Elena,53,F,1.49
54261061,Carmen,28,F,1.53
85009072,Ana,76,F,1.77
98864229,Carlos,55,M,1.72
14915401,Fernando,47,M,1.82
67510655,Luis,70,M,1.57
95843406,Rosa,35,F,1.65
99361874,Patricia,61,F,1.77
69117347,Pedro,58,M,1.92
12030663,Pedro,65,M,1.83
74237521,Carmen,53,F,1.8
14634637,Andrés,54,M,1.85
16775814,Pedro,72,M,1.62
28526711,Ana,23,F,1.45
93343530,Juan,53,M,1.62
76308175,Andrés,19,M,1.59
72281991,Diego,52,M,1.77
92063835,Lucía,71,F,1.6
44243521,Pedro,33,M,1.81
54062111,Pedro,73,M,1.74
11444034,Ana,47,F,1.64
59483769,Sofía,43,F,1.82
83479756,Lucía,76,F,1.76
92499027,Carlos,53,M,1.94
83977367,Fernando,36,M,1.59
54813447,Ricardo,23,M,1.9
44012327,Lidia,80,F,1.77
13897344,Juan,36,M,1.63
71478299,Lucía,48,F,1.53
77390852,Elena,62,F,1.57
64052307,Patricia,37,F,1.74
13047159,Diego,66,M,1.66
81735895,Jorge,70,M,1.89
76072002,Patricia,37,F,1.69
89991431,Rosa,60,F,1.81
60307084,Miguel,25,M,1.95
83322525,Ana,75,F,1.61
98175956,Juan,42,M,1.69
42880936,Juan,54,M,1.64
88495378,Rosa,78,F,1.51
51504831,Patricia,69,F,1.56
59322220,Pedro,49,M,1.62
58777148,María,30,F,1.51
52936306,Ricardo,40,M,1.94
47230540,Luis,80,M,1.67
62886519,Fernando,38,M,1.65
24770707,Andrés,67,M,1.91
66551921,Rosa,42,F,1.71
65736950,Patricia,24,F,1.5
26605730,Juan,66,M,1.68
43544047,Ana,21,F,1.65
26517207,Diego,70,M,1.83
24251744,Lucía,72,F,1.77
16763263,Andrés,32,M,1.57
17495711,Elena,66,F,1.6
79268462,Jorge,62,M,1.89
96299532,Fernando,27,M,1.92
27713093,Claudia,28,F,1.66
61002207,Carlos,77,M,1.69
92618278,Lucía,75,F,1.46
15261763,Carlos,34,M,1.95
10611759,Sofía,63,F,1.62
88492949,Claudia,47,F,1.52
16142687,Claudia,67,F,1.62
95930871,Lidia,39,F,1.48
36092314,Diego,74,M,1.95
20945517,Ricardo,72,M,1.7
42066903,Patricia,68,F,1.55
89819289,Lucía,33,F,1.55
60787774,Lucía,53,F,1.5
55338218,Carlos,31,M,1.95
15005395,Lidia,79,F,1.53
82625423,María,54,F,1.72
93459468,Sofía,25,F,1.46
10732042,Ricardo,21,M,1.87
64868860,Fernando,69,M,1.72
91327147,Ana,71,F,1.55
32672767,Miguel,61,M,1.91
57630146,Ricardo,40,M,1.56
79159927,Elena,36,F,1.69
66387692,Carlos,33,M,1.58
35559603,Rosa,34,F,1.7
46774854,Sofía,47,F,1.57
83615565,Patricia,68,F,1.81
24143314,Diego,34,M,1.73
71096245,Pedro,65,M,1.57
74385964,Carlos,49,M,1.69
49400738,Jorge,58,M,1.77
31365695,Patricia,31,F,1.48
42585209,Carmen,58,F,1.59
66789652,Diego,58,M,1.63
34750086,Luis,54,M,1.93
57137159,Sofía,78,F,1.61
14571806,Jorge,20,M,1.74
38886953,Jorge,20,M,1.85
36622669,Ricardo,62,M,1.64
49236082,Ana,71,F,1.69
11730954,Lidia,62,F,1.75
90300788,Sofía,73,F,1.48
78404114,Fernando,76,M,1.93
25484500,Fernando,55,M,1.6
16375056,Carmen,44,F,1.69
24847857,Miguel,46,M,1.62
24879606,Jorge,24,M,1.91
88202186,Juan,39,M,1.69
87496205,Diego,75,M,1.86
67505865,Andrés,70,M,1.83
75753740,Claudia,69,F,1.58
33369651,Luis,80,M,1.84
88512882,Carmen,78,F,1.72
52444745,Lidia,47,F,1.68
61971394,Lidia,31,F,1.66
59918879,Jorge,47,M,1.82
34466808,Andrés,24,M,1.85
14571481,Rosa,47,F,1.67
36202958,Lucía,52,F,1.69
25796752,Rosa,32,F,1.65
31576377,Miguel,60,M,1.76
57299461,Claudia,39,F,1.75
68671306,Carmen,21,F,1.84
56803290,Rosa,45,F,1.82
14450779,Carlos,42,M,1.92
15712091,Luis,20,M,1.6
16070439,Carmen,36,F,1.8
88873576,Diego,59,M,1.91
59763303,Ana,49,F,1.78
78007411,Ana,51,F,1.49
55457864,Sofía,67,F,1.69
63765844,Rosa,23,F,1.55
66687393,María,46,F,1.68
80520199,María,71,F,1.77
27275943,Ricardo,42,M,1.8
31766886,Ricardo,18,M,1.6
28406018,Claudia,18,F,1.63
61394709,Luis,71,M,1.92
64190467,Pedro,70,M,1.65
75960765,Juan,43,M,1.57
87189500,Jorge,42,M,1.61
87538907,Claudia,31,F,1.76
89575618,Sofía,62,F,1.68
98213147,Diego,78,M,1.74
55299036,Lucía,51,F,1.76
95156961,Miguel,59,M,1.77
86139969,Diego,39,M,1.66
75041463,Jorge,50,M,1.63
84832406,Lucía,50,F,1.69
53925644,Pedro,60,M,1.78
47486923,Andrés,43,M,1.85
87161917,Elena,45,F,1.56
53497868,Juan,37,M,1.77
46284847,Ana,37,F,1.73
86082826,Ana,53,F,1.68
38258232,Juan,44,M,1.68
84184894,María,76,F,1.74
28940184,María,21,F,1.7
39133138,Lidia,76,F,1.67
49999093,Lidia,36,F,1.72
79948114,Claudia,66,F,1.54
46731168,Fernando,47,M,1.56
72509955,Luis,80,M,1.61
12969515,Luis,52,M,1.95
52497132,Lucía,57,F,1.8
23966466,Jorge,75,M,1.84
40242944,Juan,76,M,1.94
37947136,Carmen,20,F,1.64
45492750,Miguel,37,M,1.62
83779328,Ana,80,F,1.56
28800345,Andrés,56,M,1.78
83387276,Sofía,71,F,1.77
39488170,Diego,66,M,1.85
21946421,Miguel,77,M,1.94
85283876,Lucía,35,F,1.54
30656194,Sofía,60,F,1.71
99106248,Andrés,73,M,1.65
87546695,Lucía,49,F,1.79
15558479,Juan,68,M,1.66
44054164,Andrés,25,M,1.92
52226731,Carmen,61,F,1.73
43186532,Claudia,64,F,1.74
55637838,Carlos,43,M,1.69
77499653,Elena,63,F,1.58
14943450,Lidia,51,F,1.53
66216071,Luis,27,M,1.79
41634564,Sofía,37,F,1.84
53905191,Sofía,73,F,1.81
97953310,Claudia,65,F,1.57
26121289,Juan,63,M,1.83
12170712,Luis,50,M,1.8
71515742,María,57,F,1.59
84819728,Sofía,57,F,1.59
13611678,Luis,37,M,1.92
42033275,Ana,56,F,1.84
85000632,Carmen,52,F,1.69
93771128,Sofía,25,F,1.79
54589918,Diego,19,M,1.7
65724400,Lidia,23,F,1.55
93364829,Pedro,19,M,1.88
15377958,Elena,48,F,1.76
64246205,Carmen,57,F,1.6
76482791,Fernando,36,M,1.73
24012672,Andrés,52,M,1.84
84890068,Diego,59,M,1.87
62043290,Jorge,21,M,1.64
17374088,Lidia,33,F,1.76
38024374,Carlos,37,M,1.76
68244779,Pedro,20,M,1.67
51651862,Carmen,42,F,1.46
78674951,María,29,F,1.49
26186357,Juan,18,M,1.81
71338441,Carmen,46,F,1.6
17365513,Ana,18,F,1.73
31283774,Elena,41,F,1.59
24393880,Lidia,20,F,1.54
19400253,Rosa,38,F,1.73
13070308,Diego,33,M,1.84
59455242,Diego,58,M,1.71
42132599,María,75,F,1.62
55475733,Diego,71,M,1.92
92710070,Pedro,71,M,1.69
62033695,Lucía,41,F,1.48
63824042,Luis,72,M,1.74
22809284,Elena,29,F,1.83
76312204,Carmen,29,F,1.75
82281087,Pedro,47,M,1.91
51800090,Sofía,60,F,1.61
13355246,Juan,70,M,1.86
86191630,Lidia,35,F,1.55
19003146,Jorge,73,M,1.84
40751824,Jorge,65,M,1.93
61647774,Elena,77,F,1.64
64104513,Sofía,18,F,1.71
63082502,Rosa,40,F,1.63
21254378,Carlos,50,M,1.6
42324421,Patricia,47,F,1.56
70765485,Lucía,63,F,1.73
28349582,Carlos,70,M,1.87
69542922,Jorge,68,M,1.93
60619210,Ricardo,49,M,1.75
18744879,Carmen,43,F,1.63
35581117,Sofía,30,F,1.69
16548884,Luis,53,M,1.9
50857774,Sofía,62,F,1.56
26369786,Rosa,29,F,1.7
57391489,Lucía,37,F,1.51
67431739,Miguel,35,M,1.84
64376399,Pedro,33,M,1.61
44202147,María,41,F,1.62
62765818,Jorge,58,M,1.71
71415122,Patricia,54,F,1.48
79382874,Carlos,58,M,1.66
26888570,Carlos,64,M,1.69
73509595,Rosa,38,F,1.48
95403022,Pedro,54,M,1.9
50726437,Miguel,47,M,1.59
41187690,Fernando,78,M,1.94
71334668,Jorge,39,M,1.6
62983577,Patricia,19,F,1.8
24382000,Lidia,60,F,1.77
13864500,Claudia,74,F,1.63
18963586,Jorge,52,M,1.93
97347468,Pedro,26,M,1.67
64656905,Andrés,68,M,1.68
89242104,Patricia,29,F,1.51
46113984,Miguel,80,M,1.65
54238987,Claudia,52,F,1.46
62854834,María,71,F,1.7
94278074,Elena,73,F,1.54
30416238,Ricardo,78,M,1.82
75907625,Pedro,43,M,1.74
62134839,Carlos,77,M,1.57
49805529,María,21,F,1.52
35086655,Carmen,24,F,1.83
74207037,Diego,59,M,1.73
65054375,María,18,F,1.59
91409832,Patricia,44,F,1.81
17001428,María,72,F,1.68
23199051,María,48,F,1.84
42248986,Ricardo,77,M,1.91
61438723,Diego,79,M,1.91
50986312,Luis,18,M,1.91
54867142,Patricia,73,F,1.72
56382372,Andrés,54,M,1.81
49171341,Lucía,37,F,1.85
53603355,Pedro,37,M,1.84
51421067,Ana,41,F,1.74
69995838,Carmen,58,F,1.59
32995982,Elena,28,F,1.46
30800743,Miguel,63,M,1.63
74794398,Elena,69,F,1.46
28495452,Jorge,34,M,1.77
78034701,Lucía,48,F,1.7
64704330,Juan,31,M,1.62
67582657,Fernando,66,M,1.85
30096833,María,70,F,1.61
86947603,Sofía,24,F,1.52
22811822,Lucía,48,F,1.75
49725395,Jorge,18,M,1.58
18063766,Andrés,73,M,1.83
21222685,Diego,46,M,1.82
63115841,Sofía,68,F,1.51
23836949,Diego,54,M,1.8
76707005,Ricardo,72,M,1.82
69754122,Patricia,45,F,1.85
37692039,Ana,80,F,1.84
60463236,Jorge,46,M,1.75
58592015,Ricardo,48,M,1.63
57901966,Carlos,61,M,1.63
53186351,Fernando,57,M,1.87
88322743,Lucía,48,F,1.81
87657720,Patricia,59,F,1.54
39634767,Carlos,54,M,1.88
21064601,Rosa,34,F,1.85
72012958,Lidia,57,F,1.73
24931363,Claudia,52,F,1.58
46887345,Sofía,45,F,1.74
85739734,Miguel,57,M,1.9
25836972,Carlos,64,M,1.7
38006691,Ricardo,60,M,1.79
66367959,Lucía,54,F,1.82
17263449,Luis,48,M,1.69
51137855,Luis,77,M,1.67
34315608,Diego,74,M,1.59
53470574,Carlos,78,M,1.86
63451849,Lidia,49,F,1.74
98723601,Elena,41,F,1.59
80424342,Rosa,69,F,1.66
33014882,Claudia,58,F,1.57
27571167,Carlos,32,M,1.59
91970854,Patricia,18,F,1.83
43849902,Carlos,59,M,1.66
73536693,Lucía,73,F,1.63
93502328,Rosa,79,F,1.61
43655806,María,52,F,1.66
77521860,Miguel,45,M,1.65
45781169,Miguel,72,M,1.92
95551841,Ana,22,F,1.49
49134612,Patricia,55,F,1.82
73353307,Ana,75,F,1.61
51290297,Ana,49,F,1.47
76401697,Lucía,67,F,1.62
12532544,Claudia,79,F,1.74
82797185,Rosa,75,F,1.58
24121807,Ricardo,32,M,1.77
72350743,Juan,42,M,1.91
46539973,Claudia,51,F,1.49
95541844,Elena,21,F,1.77
60250034,Jorge,53,M,1.61
41109647,Fernando,80,M,1.92
61909247,Lucía,31,F,1.69
68262894,Carlos,50,M,1.67
10834471,Ricardo,20,M,1.76
23273304,Luis,62,M,1.93
80835888,Sofía,50,F,1.68
59029065,Juan,69,M,1.78
72771573,Rosa,62,F,1.78
75910568,Patricia,64,F,1.77
15711345,Lidia,37,F,1.62
22346520,Patricia,48,F,1.59
63143995,Claudia,50,F,1.61
14455265,Miguel,69,M,1.86
48395811,Luis,29,M,1.64
80937049,Jorge,59,M,1.81
22551117,Ana,52,F,1.48
94706164,Diego,28,M,1.59
68973535,Juan,19,M,1.87
99726416,Lucía,58,F,1.48
72757055,Elena,31,F,1.67
43632339,Patricia,51,F,1.54
73200677,Rosa,18,F,1.85
77121783,Ricardo,21,M,1.7
75604368,Jorge,18,M,1.63
88237840,Carmen,21,F,1.56
46627365,Miguel,63,M,1.75
27871174,Diego,23,M,1.64
74043101,Andrés,75,M,1.8
95975869,Carlos,48,M,1.9
78093592,Carlos,69,M,1.94
32499301,Miguel,22,M,1.85
62635081,Ana,46,F,1.83
63844012,Juan,60,M,1.88
94454234,Fernando,67,M,1.82
31018037,Ricardo,74,M,1.87
95947515,Pedro,38,M,1.71
21179833,María,48,F,1.58
96546122,Sofía,36,F,1.84
21743705,Fernando,57,M,1.88
52255623,Claudia,80,F,1.54
98489198,Claudia,55,F,1.82
47990671,Claudia,43,F,1.6
95438837,Sofía,80,F,1.72
32790795,Pedro,22,M,1.8
76924904,Lucía,67,F,1.46
63172677,Lidia,39,F,1.71
18723041,Rosa,64,F,1.48
26492179,Ricardo,55,M,1.73
75131567,Carmen,21,F,1.46
67160969,Patricia,39,F,1.53
73883392,Lidia,76,F,1.59
23863078,Juan,28,M,1.94
91939543,Fernando,80,M,1.76
52337397,Miguel,18,M,1.59
98318139,Juan,20,M,1.77
11258652,Pedro,64,M,1.59
19281113,Elena,54,F,1.49
50599431,Pedro,48,M,1.69
93330072,Patricia,57,F,1.75
72754347,Claudia,80,F,1.79
37305479,Lucía,57,F,1.46
44284115,Sofía,62,F,1.47
41369024,Lidia,45,F,1.56
95219296,Ricardo,59,M,1.75
30936251,Sofía,54,F,1.79
99800230,Claudia,42,F,1.61
93729218,Patricia,18,F,1.67
92536893,Juan,55,M,1.73
10210158,Ricardo,61,M,1.74
94964570,Patricia,22,F,1.65
97471091,Elena,70,F,1.56
20668619,María,55,F,1.61
11786608,Claudia,50,F,1.63
40155306,Miguel,19,M,1.8
74620148,Luis,53,M,1.8
68760311,Ricardo,25,M,1.71
70381743,Rosa,58,F,1.84
74406280,Carlos,53,M,1.81
50903269,Sofía,77,F,1.61
33752386,Andrés,51,M,1.75
68440888,Pedro,80,M,1.75
12314384,Juan,57,M,1.71
74991049,Ana,52,F,1.5
80548023,Pedro,28,M,1.75
52728054,Andrés,60,M,1.57
75867062,Miguel,50,M,1.86
18306648,Lidia,64,F,1.74
58201723,Jorge,59,M,1.82
81515218,Luis,45,M,1.75
75661870,Lucía,49,F,1.77
30647576,Elena,42,F,1.49
24032040,Ana,75,F,1.66
45804330,Juan,26,M,1.59
78655392,Lucía,55,F,1.64
35733836,Patricia,64,F,1.74
20398474,Andrés,25,M,1.79
12184867,Carlos,20,M,1.76
78583022,Pedro,68,M,1.82
80790526,Ricardo,22,M,1.67
33354184,Jorge,60,M,1.58
33383885,María,19,F,1.46
44914621,Pedro,45,M,1.77
40813741,Andrés,35,M,1.62
93097277,Miguel,74,M,1.89
99393756,Diego,22,M,1.56
43242042,Sofía,72,F,1.62
59207039,Fernando,59,M,1.63
85672810,Ricardo,29,M,1.55
32477434,Andrés,21,M,1.73
88972315,Miguel,70,M,1.85
94455792,Carmen,62,F,1.64
11695342,Pedro,73,M,1.84
11555371,Fernando,51,M,1.61
65354011,Miguel,34,M,1.72
40561219,Carlos,78,M,1.86
86461784,Diego,65,M,1.91
44635248,Claudia,27,F,1.61
10687903,Juan,51,M,1.63
94476438,Fernando,26,M,1.95
33798854,Carmen,33,F,1.79
40490067,Claudia,63,F,1.62
37491004,Fernando,30,M,1.56
81660271,Diego,33,M,1.68
59630308,Andrés,80,M,1.74
50518849,Elena,37,F,1.72
64720624,Sofía,67,F,1.82
40638523,Carmen,54,F,1.74
91416746,Andrés,51,M,1.88
25248275,Elena,46,F,1.66
18865809,Pedro,41,M,1.63
55207025,Carmen,46,F,1.72
78640596,Patricia,74,F,1.74
29846779,Andrés,36,M,1.62
35929475,Juan,67,M,1.65
90833984,María,34,F,1.77
64819799,Pedro,35,M,1.69
45434634,Jorge,21,M,1.74
61464933,Fernando,68,M,1.79
26525583,Ana,50,F,1.63
24499309,Claudia,38,F,1.46
61723489,Rosa,73,F,1.51
54888976,Claudia,72,F,1.65
88132209,Sofía,28,F,1.78
68484476,Ricardo,67,M,1.64
85857488,Ana,65,F,1.7
61639018,Sofía,61,F,1.64
84144062,Pedro,52,M,1.62
58758324,Pedro,45,M,1.63
93191593,Claudia,66,F,1.8
11673291,Sofía,26,F,1.69
97961691,Lidia,32,F,1.54
38957908,Andrés,19,M,1.75
82834338,Jorge,28,M,1.78
89896409,María,22,F,1.55
16189215,Rosa,42,F,1.8
61576475,Lidia,76,F,1.49
83297563,Andrés,49,M,1.69
86960721,Lucía,29,F,1.65
66864892,Juan,70,M,1.57
92865822,Sofía,38,F,1.47
54357569,Lucía,29,F,1.52
98866357,Rosa,44,F,1.55
39786524,Carlos,70,M,1.65
53609932,Patricia,67,F,1.66
98525777,Luis,79,M,1.6
89215120,Elena,48,F,1.71
79950560,Carmen,27,F,1.65
56555360,Rosa,45,F,1.73
86442076,Ricardo,22,M,1.6
71934295,Andrés,78,M,1.92
10029608,Andrés,42,M,1.9
17083884,María,47,F,1.72
25929296,Miguel,33,M,1.93
82183091,Rosa,70,F,1.47
72893154,Lucía,28,F,1.52
14829314,Carlos,53,M,1.91
38158267,Rosa,26,F,1.85
62680655,Lucía,76,F,1.73
73053280,Lidia,25,F,1.55
37744719,Carlos,26,M,1.94
75588794,Fernando,30,M,1.9
31825246,Andrés,24,M,1.9
53171665,Lucía,78,F,1.57
17476313,Patricia,62,F,1.65
43685765,Fernando,76,M,1.76
36262920,Pedro,40,M,1.81
42219290,Carmen,78,F,1.45
88937646,Carmen,46,F,1.84
37004539,Miguel,57,M,1.68
87206748,Andrés,36,M,1.6
37249027,Ricardo,44,M,1.91
20272304,Elena,46,F,1.73
32818200,Juan,75,M,1.59
61361588,Andrés,33,M,1.76
37303999,Fernando,24,M,1.9
36579732,María,33,F,1.8
61162137,Lucía,31,F,1.7
43170847,Pedro,18,M,1.82
37682852,Fernando,46,M,1.93
50573062,Patricia,25,F,1.72
34146500,María,45,F,1.66
15132808,Luis,58,M,1.66
95692854,Patricia,52,F,1.68
75629822,Rosa,39,F,1.72
31365327,Diego,32,M,1.8
48486143,Ricardo,29,M,1.83
59763639,Pedro,64,M,1.75
66501094,Carmen,45,F,1.57
27216934,Pedro,77,M,1.73
28387941,Patricia,62,F,1.55
65500547,Fernando,29,M,1.86
10414334,Ana,65,F,1.77
15553122,Ana,49,F,1.68
24849111,Andrés,47,M,1.87
81543586,Ana,58,F,1.62
20039449,Ricardo,36,M,1.73
99506573,Carlos,32,M,1.68
52059370,María,68,F,1.58
21041126,Lucía,30,F,1.56
72979032,Patricia,23,F,1.85
23664007,María,70,F,1.83
34823696,Juan,32,M,1.65
33012543,Carlos,71,M,1.85
43313463,Pedro,63,M,1.84
71851555,Juan,33,M,1.79
52829101,Ricardo,39,M,1.94
54737406,Claudia,64,F,1.48
65818599,Carmen,30,F,1.78
42283465,Ricardo,30,M,1.93
95356102,Andrés,68,M,1.59
44926390,Elena,19,F,1.47
30356659,Pedro,78,M,1.89
35204361,Andrés,50,M,1.65
83344958,Luis,38,M,1.86
99222444,Carlos,77,M,1.59
91776707,Ricardo,28,M,1.83
87753548,Lidia,39,F,1.7
78913240,Pedro,51,M,1.89
17502930,Juan,47,M,1.8
71041089,Fernando,23,M,1.72
47646283,Diego,62,M,1.61
32432657,Jorge,52,M,1.72
22702576,Carlos,32,M,1.84
17683453,María,64,F,1.47
88857285,Ana,46,F,1.74
15246601,Patricia,42,F,1.69
56271234,María,80,F,1.46
27884445,Miguel,29,M,1.69
60550689,Andrés,23,M,1.78
72830647,Juan,52,M,1.84
92991361,Miguel,60,M,1.81
75116800,Luis,67,M,1.91
68592709,Patricia,52,F,1.47
21785740,Rosa,74,F,1.73
73384419,Luis,53,M,1.58
78611484,María,50,F,1.61
71660386,Luis,27,M,1.56
75329108,Lucía,26,F,1.66
89887391,Patricia,59,F,1.67
28323092,Carmen,54,F,1.73
45343819,Carmen,66,F,1.6
18253242,Luis,26,M,1.8
32879580,Fernando,19,M,1.91
75877850,María,36,F,1.74
81667950,Sofía,59,F,1.69
37132216,Pedro,62,M,1.76
15146993,Sofía,49,F,1.81
65034511,Ana,55,F,1.7
57842305,Lidia,63,F,1.65
89667620,Andrés,28,M,1.73
26082195,María,79,F,1.48
70801038,Juan,39,M,1.63
12216671,María,51,F,1.72
21231486,Carlos,23,M,1.85
37917851,Andrés,22,M,1.84
78966088,Juan,19,M,1.95
73225633,Rosa,52,F,1.54
98573472,Andrés,41,M,1.63
67170923,Carlos,41,M,1.63
31142396,Carmen,38,F,1.53
47875477,Andrés,25,M,1.84
51423853,Lucía,48,F,1.69
72439121,Pedro,63,M,1.8
36845128,Lidia,70,F,1.6
89315006,Juan,27,M,1.67
96415385,Claudia,59,F,1.49
11408001,Claudia,51,F,1.7
98021428,Jorge,50,M,1.6
77760614,Luis,22,M,1.86
24345592,Carmen,36,F,1.52
18205030,Sofía,32,F,1.49
26840807,Rosa,80,F,1.62
76054379,Ricardo,79,M,1.57
59933927,Ana,72,F,1.51
20996095,Jorge,38,M,1.63
70791555,María,23,F,1.81
66905946,Sofía,71,F,1.74
92069290,Elena,67,F,1.56
34579263,Elena,47,F,1.63
95651080,Luis,23,M,1.67
40172383,Ana,76,F,1.79
11680955,Miguel,39,M,1.82
43467056,Elena,71,F,1.84
49957727,Carmen,54,F,1.78
90903054,Juan,69,M,1.56
15291525,Sofía,50,F,1.54
16276542,Miguel,78,M,1.7
58608400,María,57,F,1.55
82871923,Ana,27,F,1.75
45278059,Juan,44,M,1.93
93831953,Jorge,38,M,1.63
71575897,Andrés,34,M,1.84
99439298,Sofía,78,F,1.57
98494893,Carlos,20,M,1.92
28969048,Rosa,21,F,1.45
77251072,Rosa,23,F,1.68
57646472,Ana,36,F,1.49
57361289,Elena,65,F,1.63
82882895,Claudia,79,F,1.46
80256381,Sofía,70,F,1.78
44576378,María,62,F,1.62
27674167,Lucía,53,F,1.7
76549157,Miguel,33,M,1.73
86197872,Diego,79,M,1.92
12966368,María,77,F,1.49
83432518,Ricardo,68,M,1.89
65380069,Rosa,27,F,1.62
92610014,Patricia,72,F,1.83
41823603,Patricia,70,F,1.72
27491020,Ana,57,F,1.64
31710305,Pedro,28,M,1.89
31132584,María,58,F,1.73
79817394,Sofía,44,F,1.6
67428459,Sofía,48,F,1.79
10204984,Claudia,21,F,1.78
91667649,Claudia,42,F,1.63
69889288,Sofía,23,F,1.8
67226135,Ricardo,66,M,1.66
91572992,Miguel,26,M,1.55
26418780,Jorge,67,M,1.92
41989885,Patricia,38,F,1.67
16468779,María,64,F,1.48
88259150,Sofía,66,F,1.45
92588399,Carlos,59,M,1.8
22141710,Andrés,49,M,1.76
56932918,Carmen,44,F,1.57
16674241,Carmen,55,F,1.63
93882992,Carlos,54,M,1.75
60522036,Pedro,56,M,1.71
56594360,Jorge,37,M,1.93
75439246,Jorge,63,M,1.58
93791232,Juan,35,M,1.75
90729342,Luis,76,M,1.86
42543220,Lidia,18,F,1.65
62187533,Andrés,42,M,1.83
59290199,Jorge,30,M,1.7
89830382,Fernando,40,M,1.83
96030170,Andrés,53,M,1.91
80287541,Diego,34,M,1.95
38384275,Elena,55,F,1.54
57856211,Juan,69,M,1.63
92340818,Juan,64,M,1.79
36469752,Rosa,80,F,1.65
36674823,Ana,58,F,1.5
31081126,Andrés,34,M,1.58
